Rank,Program,Location,Specialty,SourceFile,city,state_id,lat,lng,population,density,Year,School,geographic US location
,U Illinois COM-Chicago,"Chicago, IL",,Ohio State_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Ohio State,East North Central
7.0,Emory University School of Medicine,"Atlanta, GA",Interventional Radiology,Ohio State_match_list.csv,Atlanta,GA,33.7628,-84.422,5211164.0,1425.3,,Ohio State,South Atlantic
45.0,Beth Israel Deaconess Medical Center,"Boston, MA",Interventional Radiology,Ohio State_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Ohio State,New England
,University of Texas Southwestern Medical Center,"Dallas, TX",Medicine/Pediatrics,Ohio State_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,,Ohio State,West South Central
,Western Michigan University Homer Stryker MD School of Medicine,"Kalamazoo, MI",Medicine/Pediatrics,Ohio State_match_list.csv,Kalamazoo,MI,42.2749,-85.5882,204408.0,1143.5,,Ohio State,East North Central
,Ohio State University Hospital,"Columbus, OH",Medicine/Pediatrics,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
,Ohio State University Hospital,"Columbus, OH",Medicine/Pediatrics,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
,Ohio State University Hospital,"Columbus, OH",Medicine/Pediatrics,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
,Ohio State University Hospital,"Columbus, OH",Medicine/Pediatrics,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
,Ohio State University Hospital,"Columbus, OH",Medicine/Pediatrics,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
,Albany Medical Center,"Cohoes, NY",Medicine/Pediatrics,Ohio State_match_list.csv,Cohoes,NY,42.7732,-73.7077,18043.0,1846.5,,Ohio State,Middle Atlantic
,University of Illinois College of Medicine at Peoria,"Peoria, IL",Medicine/Pediatrics,Ohio State_match_list.csv,Peoria,IL,40.752,-89.6154,262461.0,899.6,,Ohio State,East North Central
,University of Illinois College of Medicine at Peoria,"Peoria, IL",Medicine/Pediatrics,Ohio State_match_list.csv,Peoria,IL,40.752,-89.6154,262461.0,899.6,,Ohio State,East North Central
13.0,University of Southern California/Los Angeles General Medical Center (USC/LA General),"Los Angeles, CA",Neurological Surgery,Ohio State_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,Ohio State,Pacific West
1.0,University of California (San Francisco),"San Francisco, CA",Neurology,Ohio State_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,Ohio State,Pacific West
8.0,University of Michigan,"Ann Arbor, MI",Neurology,Ohio State_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,,Ohio State,East North Central
21.0,Ohio State University Hospital,"Columbus, OH",Neurology,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
26.0,University of Cincinnati Medical Center/College of Medicine,"Cincinnati, OH",Neurology,Ohio State_match_list.csv,Cincinnati,OH,39.1413,-84.506,1704916.0,1534.2,,Ohio State,East North Central
49.0,Zucker School of Medicine at Hofstra/Northwell,"Manhasset, NY",Neurology,Ohio State_match_list.csv,Manhasset,NY,40.7884,-73.6943,7730.0,1251.4,,Ohio State,Middle Atlantic
50.0,University of California (San Diego) Medical Center,"San Diego, CA",Neurology,Ohio State_match_list.csv,San Diego,CA,32.8313,-117.1222,3057778.0,1640.0,,Ohio State,Pacific West
5.0,UPMC Medical Education,"Pittsburgh, PA",Obstetrics and Gynecology,Ohio State_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,,Ohio State,Middle Atlantic
15.0,Ohio State University/Mt Carmel Hospital,"Columbus, OH",Obstetrics and Gynecology,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
31.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Obstetrics and Gynecology,Ohio State_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,Ohio State,Pacific West
38.0,University of Chicago,"Chicago, IL",Obstetrics and Gynecology,Ohio State_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Ohio State,East North Central
60.0,Stony Brook Medicine/University Hospital,"Stony Brook, NY",Obstetrics and Gynecology,Ohio State_match_list.csv,Stony Brook,NY,40.9061,-73.1278,12827.0,850.5,,Ohio State,Middle Atlantic
85.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Obstetrics and Gynecology,Ohio State_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,Ohio State,East North Central
103.0,Allegheny Health Network Medical Education Consortium (WPH),"Pittsburgh, PA",Obstetrics and Gynecology,Ohio State_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,,Ohio State,Middle Atlantic
121.0,Bridgeport Hospital/Yale University,"Bridgeport, CT",Obstetrics and Gynecology,Ohio State_match_list.csv,Bridgeport,CT,41.1918,-73.1954,921660.0,3557.4,,Ohio State,New England
127.0,TriHealth (Bethesda North and Good Samaritan Hospitals),"Cincinnati, OH",Obstetrics and Gynecology,Ohio State_match_list.csv,Cincinnati,OH,39.1413,-84.506,1704916.0,1534.2,,Ohio State,East North Central
37.0,Ohio State University Med Ctr,"Columbus, OH",Ophthalmology,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
119.0,Nassau Univ Med Ctr,"East Meadow, NY",Ophthalmology,Ohio State_match_list.csv,East Meadow,NY,40.7197,-73.5604,35806.0,2193.4,,Ohio State,Middle Atlantic
6.0,Rush University Medical Center,"Chicago, IL",Orthopaedic Surgery,Ohio State_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Ohio State,East North Central
21.0,University of Michigan,"Ann Arbor, MI",Orthopaedic Surgery,Ohio State_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,,Ohio State,East North Central
30.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Orthopaedic Surgery,Ohio State_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,Ohio State,East North Central
35.0,Allegheny Health Network Medical Education Consortium (AGH),"Pittsburgh, PA",Orthopaedic Surgery,Ohio State_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,,Ohio State,Middle Atlantic
39.0,Ohio State University Hospital,"Columbus, OH",Orthopaedic Surgery,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
39.0,Ohio State University Hospital,"Columbus, OH",Orthopaedic Surgery,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
53.0,Western Michigan University Homer Stryker MD School of Medicine,"Kalamazoo, MI",Orthopaedic Surgery,Ohio State_match_list.csv,Kalamazoo,MI,42.2749,-85.5882,204408.0,1143.5,,Ohio State,East North Central
58.0,University of Colorado,"Aurora, CO",Orthopaedic Surgery,Ohio State_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,,Ohio State,Mountain West
63.0,Henry Ford Health/Henry Ford Hospital,"Detroit, MI",Orthopaedic Surgery,Ohio State_match_list.csv,Detroit,MI,42.3834,-83.1024,3716929.0,1771.8,,Ohio State,East North Central
110.0,Geisinger Health System (Danville),"Danville, PA",Orthopaedic Surgery,Ohio State_match_list.csv,Danville,PA,40.9615,-76.6121,4225.0,1048.7,,Ohio State,Middle Atlantic
112.0,Baylor University Medical Center,"Dallas, TX",Orthopaedic Surgery,Ohio State_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,,Ohio State,West South Central
115.0,Mount Carmel Health System,"Grove City, OH",Orthopaedic Surgery,Ohio State_match_list.csv,Grove City,OH,39.8654,-83.069,41831.0,864.6,,Ohio State,East North Central
134.0,Akron General Medical Center/NEOMED,"Akron, OH",Orthopaedic Surgery,Ohio State_match_list.csv,Akron,OH,41.0798,-81.5219,538659.0,1181.5,,Ohio State,East North Central
5.0,Ohio State University Hospital,"Columbus, OH",Otolaryngology,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
28.0,University of California Davis Health,"Sacramento, CA",Otolaryngology,Ohio State_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,Ohio State,Pacific West
40.0,University of Wisconsin Hospitals and Clinics,"Madison, WI",Otolaryngology,Ohio State_match_list.csv,Madison,WI,43.0822,-89.393,460255.0,1280.5,,Ohio State,East North Central
65.0,Penn State Milton S Hershey Medical Center,"Hershey, PA",Otolaryngology,Ohio State_match_list.csv,Hershey,PA,40.2806,-76.6458,14334.0,387.1,,Ohio State,Middle Atlantic
76.0,Albany Medical Center,"Albany, NY",Otolaryngology,Ohio State_match_list.csv,Albany,NY,42.6664,-73.7987,602242.0,1805.4,,Ohio State,Middle Atlantic
3.0,Cincinnati Children's Hospital Medical Center,"Cincinnati, OH",Pediatrics,Ohio State_match_list.csv,Cincinnati,OH,39.1413,-84.506,1704916.0,1534.2,,Ohio State,East North Central
3.0,Cincinnati Children's Hospital Medical Center,"Cincinnati, OH",Pediatrics,Ohio State_match_list.csv,Cincinnati,OH,39.1413,-84.506,1704916.0,1534.2,,Ohio State,East North Central
8.0,Children's National Hospital,"Washington, DC",Pediatrics,Ohio State_match_list.csv,Washington,DC,38.9047,-77.0163,5146120.0,4245.2,,Ohio State,South Atlantic
9.0,Nationwide Children's Hospital/Ohio State University,"Columbus, OH",Pediatrics,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
9.0,Nationwide Children's Hospital/Ohio State University,"Columbus, OH",Pediatrics,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
9.0,Nationwide Children's Hospital/Ohio State University,"Columbus, OH",Pediatrics,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
13.0,Johns Hopkins University,"Baltimore, MD",Pediatrics,Ohio State_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,Ohio State,South Atlantic
15.0,Vanderbilt University Medical Center,"Nashville, TN",Pediatrics,Ohio State_match_list.csv,Nashville,TN,36.1715,-86.7842,1178679.0,555.6,,Ohio State,East South Central
19.0,University of Texas Southwestern Medical Center,"Dallas, TX",Pediatrics,Ohio State_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,,Ohio State,West South Central
23.0,Case Western Reserve Univ/Univ Hosps Cleveland Med Ctr/Rainbow Babies and Childrens Hospital,"Cleveland, OH",Pediatrics,Ohio State_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,Ohio State,East North Central
23.0,Case Western Reserve Univ/Univ Hosps Cleveland Med Ctr/Rainbow Babies and Childrens Hospital,"Cleveland, OH",Pediatrics,Ohio State_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,Ohio State,East North Central
23.0,Case Western Reserve Univ/Univ Hosps Cleveland Med Ctr/Rainbow Babies and Childrens Hospital,"Cleveland, OH",Pediatrics,Ohio State_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,Ohio State,East North Central
23.0,Case Western Reserve Univ/Univ Hosps Cleveland Med Ctr/Rainbow Babies and Childrens Hospital,"Cleveland, OH",Pediatrics,Ohio State_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,Ohio State,East North Central
35.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Pediatrics,Ohio State_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,Ohio State,West North Central
57.0,University of California Davis Health,"Sacramento, CA",Pediatrics,Ohio State_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,Ohio State,Pacific West
64.0,Children's Hospital Medical Center of Akron/NEOMED,"Akron, OH",Pediatrics,Ohio State_match_list.csv,Akron,OH,41.0798,-81.5219,538659.0,1181.5,,Ohio State,East North Central
4.0,University of Texas Southwestern Medical Center,"Dallas, TX",Plastic Surgery,Ohio State_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,,Ohio State,West South Central
12.0,Ohio State University Hospital,"Columbus, OH",Plastic Surgery,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
70.0,Lehigh Valley Health Network,"Allentown, PA",Plastic Surgery,Ohio State_match_list.csv,Allentown,PA,40.5961,-75.4756,632175.0,2754.8,,Ohio State,Middle Atlantic
24.0,Virginia Commonwealth University Health System,"Richmond, VA",PM&R,Ohio State_match_list.csv,Richmond,VA,37.5295,-77.4756,1081248.0,1466.4,,Ohio State,South Atlantic
84.0,University of Rochester,"Rochester, NY",PM&R,Ohio State_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,,Ohio State,Middle Atlantic
37.0,University of Colorado,"Aurora, CO",Psychiatry,Ohio State_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,,Ohio State,Mountain West
39.0,Ohio State University Hospital,"Columbus, OH",Psychiatry,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
39.0,Ohio State University Hospital,"Columbus, OH",Psychiatry,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
39.0,Ohio State University Hospital,"Columbus, OH",Psychiatry,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
39.0,Ohio State University Hospital,"Columbus, OH",Psychiatry,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
61.0,University of Illinois College of Medicine at Chicago,"Chicago, IL",Psychiatry,Ohio State_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Ohio State,East North Central
92.0,Virginia Commonwealth University Health System,"Richmond, VA",Psychiatry,Ohio State_match_list.csv,Richmond,VA,37.5295,-77.4756,1081248.0,1466.4,,Ohio State,South Atlantic
106.0,Penn State Milton S Hershey Medical Center,"Hershey, PA",Psychiatry,Ohio State_match_list.csv,Hershey,PA,40.2806,-76.6458,14334.0,387.1,,Ohio State,Middle Atlantic
151.0,Akron General Medical Center,"Akron, OH",Psychiatry,Ohio State_match_list.csv,Akron,OH,41.0798,-81.5219,538659.0,1181.5,,Ohio State,East North Central
154.0,Detroit Medical Center/Wayne State University,"Detroit, MI",Psychiatry,Ohio State_match_list.csv,Detroit,MI,42.3834,-83.1024,3716929.0,1771.8,,Ohio State,East North Central
5.0,Stanford Health Care-Sponsored Stanford University,"Palo Alto, CA",Radiation Oncology,Ohio State_match_list.csv,Palo Alto,CA,37.3905,-122.1468,67231.0,1079.3,,Ohio State,Pacific West
,St Agnes Med Ctr-CA,"Fresno, CA",,Ohio State_match_list.csv,Fresno,CA,36.783,-119.7939,724547.0,1812.2,,Ohio State,Pacific West
,Santa Clara Valley Med Ctr-CA,"San Jose, CA",,Ohio State_match_list.csv,San Jose,CA,37.3012,-121.848,1771563.0,2148.3,,Ohio State,Pacific West
,OhioHealth-Riverside Methodist,"Columbus, OH",,Ohio State_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,Ohio State,East North Central
,Mountain AHEC-NC,"Asheville, NC",,Ohio State_match_list.csv,Asheville,NC,35.5707,-82.5537,295040.0,801.4,,Ohio State,South Atlantic
,MacNeal Hospital-IL,"Berwyn, IL",,Ohio State_match_list.csv,Berwyn,IL,41.8433,-87.7909,55888.0,5526.6,,Ohio State,East North Central
,Kettering Health Network-OH,"Kettering, OH",,Ohio State_match_list.csv,Kettering,OH,39.6956,-84.1494,57442.0,1185.1,,Ohio State,East North Central
,Henry Ford Hospital-MI,"Detroit, MI",,Ohio State_match_list.csv,Detroit,MI,42.3834,-83.1024,3716929.0,1771.8,,Ohio State,East North Central
,Grand Strand Reg Med Ctr-SC,"Myrtle Beach, SC",,Ohio State_match_list.csv,Myrtle Beach,SC,33.7094,-78.8844,325829.0,613.7,,Ohio State,South Atlantic
,Florida State University COM,"Winter Haven, FL",,Ohio State_match_list.csv,Winter Haven,FL,28.0118,-81.7014,296830.0,619.4,,Ohio State,South Atlantic
,Corewell Health-Grand Rapids/MSU-MI,"Grand Rapids, MI",,Ohio State_match_list.csv,Grand Rapids,MI,42.9619,-85.6562,611480.0,1705.4,,Ohio State,East North Central
,Broward Health Med Ctr-FL,"Deerfield Beach, FL",,Ohio State_match_list.csv,Deerfield Beach,FL,26.305,-80.1277,86742.0,2239.0,,Ohio State,South Atlantic
,Ascension St Francis-IL,"Evanston, IL",,Ohio State_match_list.csv,Evanston,IL,42.0464,-87.6943,76552.0,3799.3,,Ohio State,East North Central
,Ascension St Francis-IL,"Evanston, IL",,Ohio State_match_list.csv,Evanston,IL,42.0464,-87.6943,76552.0,3799.3,,Ohio State,East North Central
,Indiana University SOM,"Indianapolis, IN",Urology,Ohio State_match_list.csv,Indianapolis,IN,39.7771,-86.1458,1740984.0,943.3,,Ohio State,East North Central
47.0,University at Buffalo,"Buffalo, NY",Vascular Surgery,Ohio State_match_list.csv,Buffalo,NY,42.9018,-78.8487,949547.0,2642.9,,Ohio State,Middle Atlantic
3.0,Stanford Health Care-Sponsored Stanford University,"Stanford, CA",Anesthesiology,Columbia_match_list.csv,Stanford,CA,37.4252,-122.1674,17958.0,2520.9,,Columbia,Pacific West
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Anesthesiology,Columbia_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Columbia,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Anesthesiology,Columbia_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Columbia,Middle Atlantic
10.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Anesthesiology,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
20.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Anesthesiology,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
20.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Anesthesiology,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
30.0,University of Chicago,"Chicago, IL",Anesthesiology,Columbia_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Columbia,East North Central
30.0,University of Chicago,"Chicago, IL",Anesthesiology,Columbia_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Columbia,East North Central
18.0,Mass General Brigham/Massachusetts General Hospital,"Boston, MA",Child Neurology,Columbia_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Columbia,New England
2.0,University of California (San Francisco),"San Francisco, CA",Dermatology,Columbia_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,Columbia,Pacific West
21.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Dermatology,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
21.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Dermatology,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
96.0,Cook County Health and Hospitals System,"Chicago, IL",Dermatology,Columbia_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Columbia,East North Central
5.0,University of Pennsylvania Health System,"Philadelphia, PA",Diagnostic Radiology,Columbia_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Columbia,Middle Atlantic
26.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Diagnostic Radiology,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
31.0,Yale-New Haven Medical Center,"New Haven, CT",Diagnostic Radiology,Columbia_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,,Columbia,New England
33.0,Beth Israel Deaconess Medical Center,"Boston, MA",Diagnostic Radiology,Columbia_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Columbia,New England
23.0,Icahn School of Medicine at Mount Sinai/Mount Sinai Hospital,"New York, NY",Emergency Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
31.0,Temple University Hospital,"Philadelphia, PA",Emergency Medicine,Columbia_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Columbia,Middle Atlantic
66.0,University of Miami/Jackson Health System,"Miami, FL",Emergency Medicine,Columbia_match_list.csv,Miami,FL,25.784,-80.2101,6113982.0,4791.1,,Columbia,South Atlantic
69.0,Icahn School of Medicine at Mount Sinai/Morningside/West,"New York, NY",Emergency Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
4.0,University of California (San Francisco),"San Francisco, CA",Family Medicine,Columbia_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,Columbia,Pacific West
54.0,Boston University Medical Center,"Boston, MA",Family Medicine,Columbia_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Columbia,New England
339.0,University of Chicago (NorthShore),"Glenview, IL",Family Medicine,Columbia_match_list.csv,Glenview,IL,42.0825,-87.8214,47682.0,1272.4,,Columbia,East North Central
20.0,University of Washington,"Seattle, WA",General Surgery,Columbia_match_list.csv,Seattle,WA,47.6211,-122.3244,3555253.0,3408.0,,Columbia,Pacific West
28.0,Icahn School of Medicine at Mount Sinai,"New York, NY",General Surgery,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
28.0,Icahn School of Medicine at Mount Sinai,"New York, NY",General Surgery,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
48.0,Los Angeles County-Harbor-UCLA Medical Center,"Torrance, CA",General Surgery,Columbia_match_list.csv,Torrance,CA,33.8346,-118.3416,143499.0,2700.6,,Columbia,Pacific West
110.0,Rutgers Health/New Jersey Medical School,"Newark, NJ",General Surgery,Columbia_match_list.csv,Newark,NJ,40.7245,-74.1725,307188.0,4912.5,,Columbia,Middle Atlantic
1.0,Mass General Brigham/Massachusetts General Hospital,"Boston, MA",Internal Medicine,Columbia_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Columbia,New England
4.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Internal Medicine,Columbia_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Columbia,New England
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Internal Medicine,Columbia_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,Columbia,Pacific West
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Internal Medicine,Columbia_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,Columbia,Pacific West
13.0,University of Washington,"Seattle, WA",Internal Medicine,Columbia_match_list.csv,Seattle,WA,47.6211,-122.3244,3555253.0,3408.0,,Columbia,Pacific West
14.0,NYU Grossman School of Medicine,"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
14.0,NYU Grossman School of Medicine,"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
15.0,Vanderbilt University Medical Center,"Nashville, TN",Internal Medicine,Columbia_match_list.csv,Nashville,TN,36.1715,-86.7842,1178679.0,555.6,,Columbia,East South Central
17.0,Icahn School of Medicine at Mount Sinai/Mount Sinai Hospital,"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
17.0,Icahn School of Medicine at Mount Sinai/Mount Sinai Hospital,"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
18.0,Emory University School of Medicine,"Atlanta, GA",Internal Medicine,Columbia_match_list.csv,Atlanta,GA,33.7628,-84.422,5211164.0,1425.3,,Columbia,South Atlantic
20.0,Beth Israel Deaconess Medical Center,"Boston, MA",Internal Medicine,Columbia_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Columbia,New England
20.0,Beth Israel Deaconess Medical Center,"Boston, MA",Internal Medicine,Columbia_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Columbia,New England
21.0,University of Chicago,"Chicago, IL",Internal Medicine,Columbia_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Columbia,East North Central
27.0,Baylor College of Medicine,"Houston, TX",Internal Medicine,Columbia_match_list.csv,Houston,TX,29.786,-95.3885,6046392.0,1386.5,,Columbia,West South Central
30.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Internal Medicine,Columbia_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Columbia,Middle Atlantic
